Folder name,Constraint,Correct,Processed
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"1. The email shall not contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"2. The email shall not start with a @ character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"3. The email shall have exactly one @ character.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"4. If the email contains a @ character, then the email shall include a dot character (.) after the @ character but before the end.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"5. The final character of the email shall not be a dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"6. The email shall not contain the word “manager”.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"1. The email shall contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"3. The email shall have either no @ characters or more than one @ character.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"4. If the email contains a @ character, then the email shall not include any dot characters (.) after the @ character and before the end.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"5. The final character of the email shall be a dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"6. The email shall contain the word “manager”.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"1. The password shall be at least 4 characters long.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"2. The password shall contain one of the following characters: !, #, $.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"3. The password shall contain at least one upper case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"4. The password shall contain at least one lower case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"5. The password shall contain at least one number.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"1. The password shall contain less than 4 characters.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"2. The password shall not contain any of the following characters: !, #, $.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"3. The password shall not contain any upper case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"2. The url shall not contain any spaces.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"3. The url shall contain at least one dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"2. The url shall contain at least one space.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"3. The url shall not contain any dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"2. The date shall have a number between 0 and 2025 before the first hyphen.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"1. The length of the bank number shall be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"2. The first 4 numbers of the bank number shall be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"3. The next 2 numbers of the bank number after the first 4 numbers shall be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"1. The length of the bank number shall not be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"2. The first 4 numbers of the bank number shall not be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"3. The next 2 numbers of the bank number after the first 4 numbers shall not be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-055841,"1. The email shall not contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-055841,"2. The email shall not start with a @ character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-055841,"3. The email shall have exactly one @ character.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-055841,"4. If the email contains a @ character, then the email shall include a dot character (.) after the @ character but before the end.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-055841,"5. The final character of the email shall not be a dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-055841,"6. The email shall not contain the word “manager”.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-055841,"1. The email shall contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-055841,"5. The final character of the email shall be a dot character (.).",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-055841,"3. The url shall contain at least one dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-055841,"3. The url shall not contain any dot character (.).",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-055841,"1. The length of the bank number shall be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-055841,"2. The first 4 numbers of the bank number shall be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-055841,"3. The next 2 numbers of the bank number after the first 4 numbers shall be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-055841,"1. The length of the bank number shall not be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-055841,"2. The first 4 numbers of the bank number shall not be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-055841,"3. The next 2 numbers of the bank number after the first 4 numbers shall not be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-061340,"1. The email shall not contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-061340,"2. The email shall not start with a @ character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-061340,"4. If the email contains a @ character, then the email shall include a dot character (.) after the @ character but before the end.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-061340,"5. The final character of the email shall not be a dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-061340,"6. The email shall not contain the word “manager”.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-061340,"1. The url shall start with either http:// or https://.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-061340,"2. The url shall not contain any spaces.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-061340,"3. The url shall contain at least one dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-061340,"1. The url shall not start with http://, nor with https://.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-061340,"2. The url shall contain at least one space.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-061340,"3. The url shall not contain any dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-061340,"1. The length of the bank number shall be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-061340,"2. The first 4 numbers of the bank number shall be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-061340,"3. The next 2 numbers of the bank number after the first 4 numbers shall be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-061340,"1. The length of the bank number shall not be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-061340,"2. The first 4 numbers of the bank number shall not be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-061340,"3. The next 2 numbers of the bank number after the first 4 numbers shall not be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"1. The email shall not contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"2. The email shall not start with a @ character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"4. If the email contains a @ character, then the email shall include a dot character (.) after the @ character but before the end.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"5. The final character of the email shall not be a dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"6. The email shall not contain the word “manager”.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"1. The email shall contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"3. The email shall have either no @ characters or more than one @ character.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"4. If the email contains a @ character, then the email shall not include any dot characters (.) after the @ character and before the end.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"5. The final character of the email shall be a dot character (.).",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"1. The password shall be at least 4 characters long.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"2. The password shall contain one of the following characters: !, #, $.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"3. The password shall contain at least one upper case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"4. The password shall contain at least one lower case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"5. The password shall contain at least one number.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"3. The url shall contain at least one dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"2. The url shall contain at least one space.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"3. The url shall not contain any dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"2. If the date has at least one hyphen, the part before the first hyphen shall be either a number smaller than 0 or a number larger than 2025.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"1. The length of the bank number shall be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"2. The first 4 numbers of the bank number shall be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"3. The next 2 numbers of the bank number after the first 4 numbers shall be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"1. The length of the bank number shall not be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"2. The first 4 numbers of the bank number shall not be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-062051,"3. The next 2 numbers of the bank number after the first 4 numbers shall not be 00.",True,True
